"","JMMI","district_ID","governorate_ID","org","district_name","governorate_name","Date","org_num","geo"
"1","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"2","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"3","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"4","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"5","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"6","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"7","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"8","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"9","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"10","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"11","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"12","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"13","Apr 2019","YE1302","YE13","SDF","Shu'aub","Sana'a City",2019-04-01,1,"North"
"14","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"15","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"16","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"17","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"18","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"19","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"20","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"21","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"22","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"23","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"24","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"25","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"26","Apr 2019","YE1306","YE13","SDF","Al Wahdah","Sana'a City",2019-04-01,1,"North"
"27","Apr 2019","YE1309","YE13","NFHD","Ath'thaorah","Sana'a City",2019-04-01,1,"North"
"28","Apr 2019","YE1309","YE13","NFHD","Ath'thaorah","Sana'a City",2019-04-01,1,"North"
"29","Apr 2019","YE1309","YE13","NFHD","Ath'thaorah","Sana'a City",2019-04-01,1,"North"
"30","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"31","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"32","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"33","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"34","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"35","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"36","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"37","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"38","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"39","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"40","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"41","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"42","Apr 2019","YE1303","YE13","SDF","Az'zal","Sana'a City",2019-04-01,1,"North"
"43","Apr 2019","YE1310","YE13","YSD","Bani Al Harith","Sana'a City",2019-04-01,1,"North"
"44","Apr 2019","YE1310","YE13","YSD","Bani Al Harith","Sana'a City",2019-04-01,1,"North"
"45","Apr 2019","YE1310","YE13","YSD","Bani Al Harith","Sana'a City",2019-04-01,1,"North"
"46","Apr 2019","YE1310","YE13","YSD","Bani Al Harith","Sana'a City",2019-04-01,1,"North"
"47","Apr 2019","YE1310","YE13","YSD","Bani Al Harith","Sana'a City",2019-04-01,1,"North"
"48","Apr 2019","YE1310","YE13","YSD","Bani Al Harith","Sana'a City",2019-04-01,1,"North"
"49","Apr 2019","YE1413","YE14","NFDHR","Rada'","Al Bayda",2019-04-01,1,"North"
"50","Apr 2019","YE1413","YE14","NFDHR","Rada'","Al Bayda",2019-04-01,1,"North"
"51","Apr 2019","YE1413","YE14","NFDHR","Rada'","Al Bayda",2019-04-01,1,"North"
"52","Apr 2019","YE1505","YE15","SI","Al  Mukha","Taizz",2019-04-01,1,"Contested"
"53","Apr 2019","YE1505","YE15","SI","Al  Mukha","Taizz",2019-04-01,1,"Contested"
"54","Apr 2019","YE1505","YE15","SI","Al  Mukha","Taizz",2019-04-01,1,"Contested"
"55","Apr 2019","YE1505","YE15","SI","Al  Mukha","Taizz",2019-04-01,1,"Contested"
"56","Apr 2019","YE1505","YE15","SI","Al  Mukha","Taizz",2019-04-01,1,"Contested"
"57","Apr 2019","YE1505","YE15","SI","Al  Mukha","Taizz",2019-04-01,1,"Contested"
"58","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"59","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"60","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"61","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"62","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"63","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"64","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"65","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"66","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"67","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"68","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"69","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"70","Apr 2019","YE1508","YE15","TYF","Jabal Habashy","Taizz",2019-04-01,1,"Contested"
"71","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"72","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"73","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"74","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"75","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"76","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"77","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"78","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"79","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"80","Apr 2019","YE1512","YE15","TYF","Dimnat Khadir","Taizz",2019-04-01,1,"Contested"
"81","Apr 2019","YE1513","YE15","ROC","As Silw","Taizz",2019-04-01,1,"Contested"
"82","Apr 2019","YE1513","YE15","ROC","As Silw","Taizz",2019-04-01,1,"Contested"
"83","Apr 2019","YE1513","YE15","ROC","As Silw","Taizz",2019-04-01,1,"Contested"
"84","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"85","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"86","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"87","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"88","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"89","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"90","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"91","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"92","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"93","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"94","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"95","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"96","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
"97","Apr 2019","YE1520","YE15","TYF","At Ta'iziyah","Taizz",2019-04-01,1,"Contested"
